time,p_u,t_u,rh_u,rh_u_cor,qh_u,wspd_u,wdir_u,dsr,dsr_cor,usr,usr_cor,albedo,dlr,ulr,cc,t_surf,dlhf_u,dshf_u,z_boom_u,z_stake,z_pt,z_pt_cor,precip_u,precip_u_cor,t_i_1,t_i_2,t_i_3,t_i_4,t_i_5,t_i_6,t_i_7,t_i_8,tilt_x,tilt_y,rot,gps_lat,gps_lon,gps_alt,gps_time,gps_geoid,gps_hdop,gps_numsat,gps_q,batt_v,batt_v_ini,batt_v_ss,fan_dc_u,freq_vw,t_log,t_rad
2019-12-03,761.7,-26.09,76.43,100.0,0.463,5.189,137.7,-1.0217,0.0,0.7245,0.0,,196.9882,209.3892,0.8424,-26.5225,1.358,10.5962,0.3272,0.354,,,,,,,,,,,,,-4.8208,4.0544,,77.181825,61.115587,1888.0,235911.0,,0.77,,,12.51,,,10.15,,,-26.34
2019-12-04,764.5,-25.47,76.79,100.0,0.4909,3.946,136.1,-0.8423,0.0,0.5167,0.0,,207.0174,212.2185,0.93,-25.7599,0.7606,5.6033,0.3361,0.36,,,,,,,,,,,,,-4.7639,4.2305,,77.181824,61.115583,1886.0,235910.0,,0.77,,,12.51,,,9.75,,,-25.75
2019-12-05,774.0,-26.68,76.01,100.0,0.4292,0.02,136.1,-0.6291,0.0,0.5565,0.0,,207.1548,208.0215,0.9769,-27.0309,0.0,0.0,1.84,0.382,,,,,,,,,,,,,-4.7973,4.3765,,77.181836,61.115603,1888.0,235911.0,,0.71,,,12.42,,,10.15,,,-27.03
2019-12-06,779.8,-27.55,75.38,100.0,0.39,3.047,169.6,-0.4142,0.0,0.2033,0.0,,203.7499,205.616,0.9716,-27.7362,0.3256,2.9683,0.3357,0.358,,,,,,,,,,,,,-4.9129,4.2485,,77.181802,61.115668,1888.0,235911.0,,0.71,,,12.5,,,9.76,,,-27.73
2019-12-07,781.2,-34.59,70.95,100.0,0.1859,1.765,127.2,-1.162,0.0,0.6775,0.0,,183.9786,184.5018,1.0,-34.3062,-0.168,-2.9032,0.3411,0.389,,,,,,,,,,,,,-4.9867,4.0615,,77.181821,61.115624,1888.0,235910.0,,0.78,,,12.49,,,9.37,,,-34.27
2019-12-08,778.1,-36.04,69.89,100.0,0.1594,6.5,137.8,-0.818,0.0,0.4237,0.0,,178.246,178.7314,0.9885,-36.1963,0.2362,4.9157,0.3252,0.362,,,,,,,,,,,,,-5.0583,4.0671,,77.181826,61.115676,1893.0,235910.0,,0.82,,,12.41,,,9.17,,,-36.18
2019-12-09,787.4,-35.71,69.99,100.0,0.1633,4.08,138.8,-0.3588,0.0,0.2846,0.0,,179.281,179.5146,0.989,-35.9397,0.2414,4.914,0.3207,0.487,,,,,,,,,,,,,-4.9617,4.097,,77.181834,61.115604,1882.0,235910.0,,0.82,,,12.4,,,9.17,,,-35.95
2019-12-10,784.4,-37.73,68.63,100.0,0.1312,6.582,120.0,-0.5286,0.0,0.3622,0.0,,173.61,174.0138,0.9934,-37.7763,0.0603,1.5435,0.3212,0.331,,,,,,,,,,,,,-5.1029,4.1034,,77.181849,61.115712,1892.0,235910.0,,0.82,,,12.49,,,8.97,,,-37.81
2019-12-11,777.4,-42.71,65.53,100.0,0.0753,5.273,125.6,-0.539,0.0,0.3333,0.0,,159.3453,159.6815,0.9933,-42.7805,0.0459,1.9329,0.3233,0.339,,,,,,,,,,,,,-4.9495,4.0614,,77.18181,61.115641,1887.0,235910.0,,0.83,,,12.48,,,9.18,,,-42.8
2019-12-12,777.9,-42.15,65.73,100.0,0.0803,4.973,123.1,-0.5312,0.0,0.4327,0.0,,161.2703,161.6139,0.9978,-42.0866,-0.0423,-1.5654,0.3136,0.35,,,,,,,,,,,,,-5.1575,4.0405,,77.181819,61.115599,1886.0,235911.0,,0.83,,,12.47,,,9.57,,,-42.11
2019-12-13,766.9,-39.48,67.36,100.0,0.1104,7.814,120.5,-0.8579,0.0,0.196,0.0,,157.6529,168.9146,0.8621,-39.4037,-0.0963,-2.6564,0.333,0.376,,,,,,,,,,,,,-5.1119,3.9732,,77.181836,61.115576,1889.0,235911.0,,0.83,,,12.48,,,8.97,,,-39.53
2019-12-14,771.9,-32.46,71.75,100.0,0.2363,11.3,159.6,-0.299,0.0,0.318,0.0,,180.1514,189.2273,0.8835,-32.7076,0.8369,12.0926,0.3257,0.43,,,,,,,,,,,,,-5.0848,4.0309,,77.181799,61.115583,1885.0,235910.0,,0.84,,,12.38,,,9.16,,,-32.46
2019-12-15,784.1,-34.88,70.28,100.0,0.1794,9.96,139.3,-0.8232,0.0,0.6378,0.0,,150.7984,179.4483,0.6267,-35.6717,1.8401,35.0543,0.3325,0.365,,,,,,,,,,,,,-4.9257,4.1431,,77.181804,61.115628,1886.0,235910.0,,0.84,,,12.47,,,9.96,,,-34.99
2019-12-16,793.2,-33.61,71.14,100.0,0.2034,7.72,140.9,-0.4428,0.0,0.1581,0.0,,174.765,185.6463,0.8621,-33.8336,0.4895,8.1389,0.3287,1.005,,,,,,,,,,,,,-5.1894,4.1834,,77.181789,61.115585,1884.0,235910.0,,0.84,,,12.46,,,9.37,,,-33.68
2019-12-17,793.6,-36.15,69.45,100.0,0.1544,7.623,132.5,-0.9636,0.0,0.636,0.0,,157.8835,177.0693,0.7523,-36.5562,0.6789,14.6332,0.3316,0.366,,,,,,,,,,,,,-5.1941,4.0038,,77.18183,61.11561,1892.0,235910.0,,0.73,,,12.37,,,9.17,,,-36.27
2019-12-18,796.3,-36.62,69.08,100.0,0.1461,7.368,125.3,-0.8354,0.0,0.7425,0.0,,154.9224,175.2611,0.7331,-37.1486,0.8181,18.6477,0.3257,0.346,,,,,,,,,,,,,-5.2749,3.9091,,77.181808,61.115709,1885.0,235910.0,,0.78,,,12.46,,,,,,-36.72
2019-12-19,798.2,-31.22,72.44,100.0,0.2605,7.445,126.4,-0.7574,0.0,0.7561,0.0,,166.2151,188.5114,0.6807,-32.805,3.8756,54.3116,0.3454,1.935,,,,,,,,,,,,,-5.0924,3.9274,,77.181818,61.115586,1890.0,235910.0,,0.78,,,12.46,,,9.55,,,-31.24
2019-12-20,796.4,-29.1,73.97,100.0,0.3257,7.59,138.3,-2.0347,0.0,0.5709,0.0,,147.9211,192.1865,0.4017,-31.4339,6.9307,81.7109,0.3271,0.373,,,,,,,,,,,,,-5.0687,4.0302,,77.181809,61.115588,1884.0,235910.0,,0.72,,,12.46,,,9.76,,,-29.2
2019-12-21,792.4,-30.2,73.37,100.0,0.292,8.24,148.0,-1.8657,0.0,0.4047,0.0,,146.8429,190.1856,0.4262,-32.07,3.5295,45.4151,1.8419,0.353,,,,,,,,,,,,,-5.0408,4.0375,,77.181827,61.115574,1889.0,235909.0,,0.72,,,12.45,,,,,,-30.34
2019-12-22,790.2,-34.69,70.5,100.0,0.1818,7.284,136.1,-2.201,0.0,0.5158,0.0,,125.7755,175.1969,0.3284,-36.8689,3.7066,74.5987,0.3242,0.346,,,,,,,,,,,,,-5.1081,3.8271,,77.181813,61.11567,1883.0,235909.0,,0.86,,,12.44,,,9.36,,,-34.81
2019-12-23,786.9,-36.6,69.26,100.0,0.1482,6.58,132.5,-1.6594,0.0,0.4092,0.0,,159.5568,175.3199,0.7873,-37.1763,0.8017,18.0619,0.3397,0.354,,,,,,,,,,,,,-4.922,3.7661,,77.181835,61.115655,1882.0,235909.0,,0.85,,,12.43,,,9.36,,,-36.74
2019-12-24,789.2,-30.85,72.8,100.0,0.2739,6.451,154.9,-0.2773,0.0,0.206,0.0,,191.469,194.6995,0.955,-31.0464,0.4803,6.0672,0.3315,1.934,,,,,,,,,,,,,-4.883,3.8545,,77.181828,61.115631,1889.0,235909.0,,0.78,,,12.44,,,9.55,,,-30.94
2019-12-25,793.0,-30.99,72.9,100.0,0.2686,6.513,135.1,-0.6213,0.0,0.2385,0.0,,188.7599,194.2785,0.9292,-31.1553,0.3989,5.1383,0.3418,0.384,,,,,,,,,,,,,-4.8159,3.908,,77.181795,61.115635,1887.0,235909.0,,0.78,,,12.43,,,112.5,,,-31.13
2019-12-26,794.5,-33.26,71.4,100.0,0.2108,7.087,140.2,-1.0563,0.0,0.4056,0.0,,162.0214,185.9763,0.7026,-33.5977,0.4603,7.7328,1.7834,0.391,,,,,,,,,,,,,-5.1165,4.0595,,77.18182,61.115603,1891.0,235909.0,,0.78,,,12.43,,,,,,-33.4
2019-12-27,795.2,-36.12,69.61,100.0,0.1546,4.145,144.8,-1.2522,0.0,0.4968,0.0,,167.1278,177.4979,0.8603,-36.5043,0.3861,8.306,0.3279,1.984,,,,,,,,,,,,,-5.0904,3.9815,,77.1818,61.11563,1889.0,235909.0,,0.77,,,12.43,,,9.17,,,-36.33
2019-12-28,790.3,-37.84,68.4,100.0,0.1287,5.867,112.2,-1.1889,0.0,0.6152,0.0,,165.5744,173.3226,0.9013,-37.9333,0.108,2.7607,0.3295,0.346,,,,,,,,,,,,,-5.2612,3.9286,,77.181789,61.11561,1890.0,235908.0,,0.77,,,12.42,,,,,,-37.91
2019-12-29,783.7,-35.82,69.64,100.0,0.1621,7.505,111.5,-1.2244,0.0,0.6341,0.0,,168.8704,179.6443,0.8704,-35.7893,-0.0529,-0.9753,0.3486,0.508,,,,,,,,,,,,,-5.3016,3.986,,77.181825,61.115676,1887.0,235908.0,,0.72,,,12.32,,,9.37,,,-35.84
2019-12-30,777.0,-30.38,73.01,100.0,0.2923,9.91,173.5,-0.4887,0.0,0.4408,0.0,,190.6325,196.3257,0.9284,-30.5193,0.5192,6.1769,0.3177,1.893,,,,,,,,,,,,,-5.3057,3.9197,,77.181826,61.11566,1888.0,235908.0,,0.72,,,12.42,,,9.55,,,-30.5
2019-12-31,770.2,-28.82,74.31,100.0,0.3466,12.77,211.3,-0.3847,0.0,0.019,0.0,,190.7554,201.0277,0.8731,-29.0377,1.1393,11.5624,0.3348,0.548,,,,,,,,,,,,,-4.9656,3.7983,,77.181808,61.115575,1892.0,235908.0,,0.91,,,12.41,,,,,,-28.91
2020-01-01,765.3,-40.18,67.31,100.0,0.1022,8.21,208.1,-0.8795,0.0,0.2602,0.0,,144.4256,165.6527,0.7248,-40.4302,0.1967,6.5303,1.86,0.371,,,,,,,,,,,,,-4.9205,3.7944,,77.181811,61.115674,1890.0,235908.0,,0.72,,,12.4,,,8.77,,,-40.3
2020-01-02,766.4,-48.02,62.45,100.0,0.0407,3.981,194.0,-1.5399,0.0,0.8871,0.0,,118.925,142.7385,0.6507,-48.866,0.1422,10.9374,1.8375,0.351,,,,,,,,,,,,,-4.2177,3.3563,,77.181814,61.115799,1884.0,235908.0,,0.92,,,12.39,,,,,,-48.28
2020-01-03,771.5,-48.58,61.54,100.0,0.0378,6.183,189.8,-1.2227,0.0,1.0958,0.0,,126.8536,142.3884,0.7719,-49.1033,0.2021,16.1226,0.3228,1.929,,,,,,,,,,,,,-4.2905,3.5007,,77.181818,61.115592,1895.0,235907.0,,0.91,,,12.4,,,9.37,,,-48.8
2020-01-04,770.0,-36.6,69.14,100.0,0.1515,11.12,188.3,-0.5347,0.0,0.2457,0.0,,168.8825,176.2081,0.8976,-36.9661,0.815,17.8118,0.3229,1.996,,,,,,,,,,,,,-4.138,3.6472,,77.1818,61.115641,1896.0,235905.0,,0.9,,,12.39,,,8.97,,,-36.71
2020-01-05,765.8,-48.4,61.86,100.0,0.0389,5.043,179.8,-2.1508,0.0,1.0036,0.0,,124.7931,142.2491,0.7392,-49.1346,0.2417,18.9537,0.3175,2.032,,,,,,,,,,,,,-4.0601,3.902,,77.181807,61.115676,1886.0,235904.0,,0.89,,,12.38,,,,,,-48.63
2020-01-06,762.7,-42.3,65.49,100.0,0.0805,8.96,135.6,-1.4289,0.0,0.8076,0.0,,149.7199,159.7481,0.8598,-42.6485,0.2373,9.6976,1.8405,1.994,,,,,,,,,,,,,-4.1549,4.1997,,77.181819,61.11577,1885.0,235903.0,,1.03,,,12.39,,,9.17,,,-42.43
2020-01-07,762.6,-36.94,68.77,100.0,0.1473,7.269,127.2,-1.0589,0.0,0.645,0.0,,169.9877,175.5862,0.9226,-37.1925,0.382,8.5355,0.3273,1.983,,,,,,,,,,,,,-3.2978,4.0537,,77.181853,61.115658,1899.0,235902.0,,1.02,,,12.29,,,8.96,,,-37.09
2020-01-08,761.3,-32.39,71.64,100.0,0.2414,9.77,130.6,-1.5433,0.0,0.8103,0.0,,169.7214,189.4693,0.7613,-32.5263,0.2717,4.2568,1.8167,1.946,,,,,,,,,,,,,-3.3589,4.2479,,77.181827,61.115721,1895.0,235901.0,,1.0,,,12.38,,,9.76,,,-32.55
2020-01-09,764.9,-28.6,74.26,100.0,0.357,8.34,125.8,-1.7816,0.0,0.7254,0.0,,157.8269,196.5611,0.496,-30.1321,3.4657,36.4102,1.8602,1.96,,,,,,,,,,,,,-3.4181,4.5279,,77.181821,61.115735,1894.0,235902.0,,1.15,,,12.37,,,9.76,,,-28.88
2020-01-10,776.8,-26.36,75.75,100.0,0.4417,8.44,126.0,-1.6274,0.0,0.7687,0.0,,162.7779,202.3443,0.4738,-28.3668,5.4864,48.283,1.8412,1.943,,,,,,,,,,,,,-3.3019,4.514,,77.181824,61.115596,1892.0,235902.0,,0.96,,,12.38,,,9.75,,,-26.45
2020-01-11,778.7,-30.35,73.48,100.0,0.2925,11.61,138.9,-2.1023,0.0,0.5592,0.0,,131.4582,191.5187,0.2568,-31.4899,4.4597,54.8988,0.363,1.973,,,,,,,,,,,,,-3.2979,4.503,,77.181815,61.115609,1890.0,235901.0,,1.05,,,12.36,,,,,,-30.49
2020-01-12,775.0,-35.83,69.92,100.0,0.1637,10.11,134.6,-2.1932,0.0,0.7109,0.0,,112.3268,172.9899,0.2055,-37.4928,2.2376,48.771,1.8391,1.972,,,,,,,,,,,,,-3.391,4.3268,,77.181798,61.115695,1887.0,235901.0,,0.68,,,12.36,,,,,,-35.97
2020-01-13,777.3,-31.2,72.78,100.0,0.2681,9.01,141.2,-1.7357,0.0,0.5592,0.0,,149.7791,188.9576,0.4928,-32.4981,3.7983,51.0475,0.3492,1.897,,,,,,,,,,,,,-3.2734,4.1163,,77.181808,61.115693,1887.0,235900.0,,0.68,,,12.35,,,9.36,,,-31.37
2020-01-14,782.1,-35.14,70.23,100.0,0.1749,7.703,119.4,-1.9298,0.0,0.7444,0.0,,149.383,177.8652,0.6187,-36.1964,1.2384,24.7846,1.7904,1.977,,,,,,,,,,,,,-4.4291,4.7263,,77.181802,61.115663,1886.0,235900.0,,0.69,,,12.34,,,9.36,,,-35.26
2020-01-15,778.4,-38.2,68.3,100.0,0.1255,6.279,136.2,-1.7912,0.0,0.6775,0.0,,136.04,167.7705,0.5598,-39.5804,1.5106,41.2254,0.3367,1.982,,,,,,,,,,,,,-4.3852,4.5156,,77.181815,61.115586,1889.0,235900.0,,0.69,,,12.35,,,9.17,,,-38.36
2020-01-16,775.8,-41.5,66.16,100.0,0.0867,5.936,130.5,-1.1395,0.0,0.6432,0.0,,154.4757,162.0448,0.8917,-41.8531,0.2819,10.3262,0.3269,0.384,,,,,,,,,,,,,-4.4163,4.5223,,77.181832,61.115645,1888.0,235901.0,,0.69,,,12.34,,,8.97,,,-41.68
2020-01-17,775.8,-41.82,65.84,100.0,0.0836,8.21,137.9,-0.8241,0.0,0.589,0.0,,155.64,161.7775,0.9169,-41.9642,0.1472,5.5675,0.3341,0.5,,,,,,,,,,,,,-4.4231,4.5389,,77.181831,61.115546,1895.0,235901.0,,0.8,,,12.34,,,9.37,,,-41.96
2020-01-18,778.2,-39.12,67.45,100.0,0.1133,7.854,149.8,-0.9237,0.0,0.7218,0.0,,164.0946,169.3835,0.9277,-39.3057,0.239,6.8218,0.3379,2.005,,,,,,,,,,,,,-4.448,4.3895,,77.181824,61.115571,1885.0,235900.0,,0.7,,,12.33,,,8.97,,,-39.34
2020-01-19,777.1,-39.8,67.02,100.0,0.105,6.988,146.7,-0.5806,0.0,0.5059,0.0,,164.1949,167.6116,0.9524,-39.9392,0.1501,4.6049,0.3531,0.373,,,,,,,,,,,,,-4.5357,4.3852,,77.181797,61.11558,1882.0,235859.0,,0.75,,,12.32,,,8.97,,,-39.97
2020-01-20,764.2,-42.42,65.39,100.0,0.0792,7.553,124.8,-0.8899,0.0,0.6947,0.0,,156.3648,160.2434,0.9463,-42.5387,0.0701,3.1192,1.7885,2.008,,,,,,,,,,,,,-4.5895,4.3155,,77.181826,61.115593,1889.0,235859.0,,0.76,,,12.33,,,9.17,,,-42.6
2020-01-21,774.5,-39.42,67.14,100.0,0.11,7.132,150.4,-0.4012,0.0,0.5221,0.0,,166.8133,168.7965,0.9709,-39.5437,0.1455,4.2708,0.3191,1.99,,,,,,,,,,,,,-4.5341,3.7658,,77.181806,61.115546,1892.0,235859.0,,0.76,,,12.23,,,9.57,,,-39.58
2020-01-22,780.9,-39.56,67.06,100.0,0.1074,8.38,134.1,-0.6846,0.0,0.4679,0.0,,166.2774,168.4119,0.9693,-39.6752,0.0997,3.362,1.7866,1.99,,,,,,,,,,,,,-4.4721,3.768,,77.18182,61.115649,1886.0,235858.0,,0.77,,,12.23,,,9.17,,,-39.72
2020-01-23,773.4,-39.32,67.19,100.0,0.1114,5.896,130.1,-0.7816,0.0,0.5971,0.0,,167.1495,168.7449,0.9715,-39.5657,0.158,4.8382,1.7977,0.351,,,,,,,,,,,,,-4.7622,3.8179,,77.181809,61.115562,1887.0,235859.0,,0.78,,,12.32,,,8.97,,,-39.61
2020-01-24,781.9,-40.86,66.18,100.0,0.0926,6.395,121.5,-0.6343,0.0,0.5176,0.0,,162.3634,164.594,0.9667,-41.0083,0.1362,4.6885,0.3255,0.336,,,,,,,,,,,,,-4.8089,3.8757,,77.181818,61.115646,1898.0,235858.0,,0.78,,,12.31,,,9.17,,,-41.06
2020-01-25,778.4,-34.39,70.22,100.0,0.1906,12.02,134.8,-0.5442,0.0,0.4535,0.0,,156.7169,182.9446,0.6793,-34.5533,0.3222,6.1748,1.7904,1.977,,,,,,,,,,,,,-4.7693,4.0575,,77.181791,61.115606,1881.0,235857.0,,0.79,,,12.3,,,,,,-34.53
2020-01-26,777.8,-35.57,69.65,100.0,0.1678,8.09,150.2,-0.8137,0.0,0.5908,0.0,,150.3563,178.5789,0.6443,-35.9628,0.4812,9.9286,1.7897,1.98,,,,,,,,,,,,,-4.7105,4.0804,,77.181804,61.115635,1892.0,235856.0,,0.69,,,12.29,,,158.0,,,-35.83
2020-01-27,779.9,-34.49,70.3,100.0,0.1882,8.12,133.8,-0.5182,0.0,0.4715,0.0,,165.1155,182.5795,0.7805,-34.76,0.5605,10.0114,0.3412,1.969,,,,,,,,,,,,,-4.7014,4.1993,,77.181818,61.115619,1891.0,235856.0,,0.69,,,12.29,,,11.55,,,-34.75
2020-01-28,778.2,-33.89,70.71,100.0,0.2012,7.674,140.2,-0.6161,0.0,0.5158,0.0,,167.2519,184.2712,0.7847,-34.2158,0.6893,11.5836,0.3285,1.987,,,,,,,,,,,,,-4.7215,4.5312,,77.181813,61.115597,1896.0,235855.0,,0.73,,,12.19,,,9.37,,,-34.26
2020-01-29,776.5,-34.21,70.49,100.0,0.1948,6.549,144.4,-0.4948,0.0,0.3821,0.0,,172.4365,183.1213,0.8561,-34.652,0.5085,9.1246,1.8098,0.351,,,,,,,,,,,,,-4.8311,4.5473,,77.181803,61.115615,1900.0,235855.0,,0.73,,,12.21,,,9.17,,,-34.71
2020-01-30,775.4,-33.68,70.87,100.0,0.2065,5.381,161.9,-0.1811,0.0,0.393,0.0,,181.2246,185.2078,0.9393,-34.0436,0.371,6.3311,1.8005,1.984,,,,,,,,,,,,,-4.8096,4.4911,,77.181833,61.11557,1891.0,235855.0,,0.73,,,12.28,,,,,,-34.08
2020-01-31,775.3,-35.66,69.63,100.0,0.1667,3.678,173.3,-0.2652,0.0,0.4905,0.0,,176.4155,178.6373,0.9535,-36.2096,0.5088,10.2578,0.345,1.988,,,,,,,,,,,,,-4.849,4.4474,,77.181818,61.115598,1887.0,235855.0,,0.72,,,12.27,,,24.11,,,-36.25
2020-02-01,772.1,-38.0,68.23,100.0,0.1294,2.836,173.3,-0.7019,0.0,0.4598,0.0,,159.849,171.6671,0.8383,-38.4533,0.163,4.2679,1.8213,2.013,,,,,,,,,,,,,-4.8849,4.4114,,77.181811,61.115615,1883.0,235854.0,,0.72,,,12.28,,,8.97,,,-38.6
2020-02-02,773.6,-44.8,64.07,100.0,0.0592,2.234,173.3,-1.0442,0.0,0.5248,0.0,,147.5615,153.0183,0.9163,-45.1632,0.0572,3.0604,1.3066,0.358,,,,,,,,,,,,,-5.04,4.4509,,77.181831,61.115593,1902.0,235853.0,,0.72,,,12.26,,,,,,-45.24
2020-02-03,778.0,-47.4,62.39,100.0,0.0432,1.537,173.3,-0.8085,0.0,0.589,0.0,,142.7817,146.7949,0.9418,-47.532,0.0177,1.2339,0.3346,0.373,,,,,,,,,,,,,-4.9207,4.2627,,77.181823,61.115589,1875.0,235852.0,,0.72,,,12.26,,,,,,-47.58
2020-02-04,783.0,-46.76,62.64,100.0,0.0464,2.093,173.3,-0.7929,0.0,0.477,0.0,,144.6225,148.0128,0.9443,-47.0732,0.0589,3.8485,0.3186,2.034,,,,,,,,,,,,,-4.9871,4.2389,,77.181806,61.115569,1889.0,235851.0,,0.71,,,12.24,,,187.9,,,-47.11
2020-02-05,781.3,-44.56,63.85,100.0,0.0603,2.414,173.2,-0.7426,0.0,0.4535,0.0,,151.3506,154.2431,0.9562,-44.7382,0.0294,1.6239,1.7948,2.022,,,,,,,,,,,,,-5.2494,4.3204,,77.181819,61.115706,1884.0,235850.0,,0.71,,,12.26,,,8.97,,,-44.77
2020-02-06,774.8,-41.23,65.84,100.0,0.0896,2.627,173.2,-0.6664,0.0,0.5095,0.0,,161.9614,164.2149,0.9745,-41.1417,-0.0236,-0.6629,1.7811,1.993,,,,,,,,,,,,,-5.2877,4.4248,,77.181802,61.115626,1881.0,235849.0,,0.71,,,12.24,,,9.17,,,-41.16
2020-02-07,763.4,-33.07,71.09,100.0,0.2239,3.393,153.5,-0.4861,0.0,0.4363,0.0,,187.0701,187.9264,0.985,-33.2024,0.096,1.6172,1.8132,1.995,,,,,,,,,,,,,-5.2932,4.4513,,77.18181,61.115631,1892.0,235849.0,,0.65,,,12.24,,,9.16,,,-33.21
2020-02-08,765.8,-38.93,67.6,100.0,0.1176,3.12,145.5,-0.682,0.0,0.5655,0.0,,169.5638,170.0486,0.987,-39.1278,0.1186,3.2658,0.3389,2.003,,,,,,,,,,,,,-5.31,4.5473,,77.181795,61.115641,1883.0,235847.0,,0.74,,,12.25,,,9.37,,,-39.14
2020-02-09,766.2,-34.51,70.15,100.0,0.1911,3.793,129.3,-0.4827,0.0,0.7733,0.0,,184.0192,184.2522,1.0,-34.3899,-0.087,-1.2852,1.7638,1.93,,,,,,,,,,,,,-5.1764,4.4487,,77.181815,61.115611,1883.0,235847.0,,0.71,,,12.25,,,10.15,,,-34.41
2020-02-10,766.4,-26.91,75.3,100.0,0.4235,4.439,140.5,-0.4558,0.0,0.4752,0.0,,207.8055,208.0265,0.9928,-27.0353,0.2057,1.937,1.8078,1.953,,,,,,,,,,,,,-5.3048,4.5713,,77.181791,61.115579,1888.0,235847.0,,0.7,,,12.24,,,9.76,,,-27.05
2020-02-11,773.5,-30.09,73.43,100.0,0.3026,4.216,130.3,-0.2946,0.0,0.5565,0.0,,197.0458,197.2797,0.9904,-30.2772,0.2178,2.6972,1.8055,1.968,,,,,,,,,,,,,-5.3405,4.6389,,77.181797,61.115609,1888.0,235847.0,,0.7,,,12.23,,,9.76,,,-30.28
2020-02-12,775.4,-37.4,68.88,100.0,0.1377,2.372,147.8,-0.4064,0.0,0.4074,0.0,,174.5504,174.8334,0.993,-37.5009,0.0566,1.3542,0.3289,2.0,,,,,,,,,,,,,-4.7885,4.5295,,77.181817,61.115686,1891.0,235847.0,,0.7,,,12.23,,,8.97,,,-37.52
2020-02-13,774.9,-40.04,67.1,100.0,0.1025,2.52,129.3,-0.5147,0.0,0.6965,0.0,,166.2732,166.5224,0.986,-40.353,0.1241,3.9021,0.4665,2.018,,,,,,,,,,,,,-5.0604,4.0484,,77.18179,61.115699,1892.0,235848.0,,0.85,,,12.22,,,8.97,,,-40.37
2020-02-14,776.8,-41.07,66.36,100.0,0.091,2.081,129.5,-0.0702,0.0,1.0551,0.0,,163.5878,163.7442,0.989,-41.331,0.0526,1.9362,1.7707,1.972,,,,,,,,,,,,,-5.1208,4.0195,,77.181799,61.11571,1891.0,235847.0,,0.85,,,12.22,,,,,,-41.35
2020-02-15,774.3,-34.76,70.27,100.0,0.1841,3.806,133.5,-0.1239,0.0,0.8979,0.0,,182.4539,182.6313,0.9922,-34.9173,0.1078,2.1382,1.7834,1.959,,,,,,,,,,,,,-4.9975,3.792,,77.181809,61.115613,1887.0,235846.0,,0.83,,,12.21,,,9.96,,,-34.93
2020-02-16,768.5,-33.7,71.01,100.0,0.2079,5.728,131.2,0.0182,0.0,0.6775,0.0,,186.0791,186.2531,0.9963,-33.745,0.0497,1.0854,1.8033,1.971,,,,,,,,,,,,,-5.0702,3.8387,,77.181811,61.115593,1890.0,235846.0,,0.74,,,12.21,,,,,,-33.75
2020-02-17,768.9,-32.03,72.0,100.0,0.2483,4.949,137.0,0.5087,0.0,1.2195,0.0,,191.2886,191.3569,0.9958,-32.1226,0.1051,1.6795,1.7823,1.947,,,,,,,,,,,,,-5.1261,3.9498,,77.181816,61.115648,1884.0,235845.0,,0.64,,,12.21,,,9.76,,,-32.12
2020-02-18,775.3,-33.7,71.09,100.0,0.2061,3.641,126.5,1.0555,0.0,1.505,0.0,,184.3699,184.5637,0.9765,-34.2895,0.4066,6.9128,1.8145,1.989,,,,,,,,,,,,,-5.0646,3.9282,,77.181817,61.115653,1889.0,235845.0,,0.67,,,12.12,,,9.17,,,-34.3
2020-02-19,778.8,-34.71,70.36,100.0,0.184,1.91,135.8,0.526,0.0,0.8482,0.0,,183.0994,183.1232,0.998,-34.7586,0.0179,0.4304,1.8303,1.998,,,,,,,,,,,,,-5.5062,3.9653,,77.181815,61.115677,1889.0,235845.0,,0.63,,,12.19,,,8.96,,,-34.76
2020-02-20,777.5,-38.87,67.75,100.0,0.1166,2.705,127.7,0.9515,0.0,2.0759,0.0,,169.6016,169.7966,0.9854,-39.2176,0.1114,3.2306,1.8087,2.001,,,,,,,,,,,,,-5.272,4.366,,77.181816,61.115618,1895.0,235845.0,,0.64,,,12.18,,,8.97,,,-39.24
2020-02-21,774.2,-39.61,67.17,100.0,0.1077,2.446,127.0,2.5919,0.0,3.2918,0.0,,168.0064,168.1682,0.992,-39.7809,0.0477,1.5441,1.8031,1.992,,,,,,,,,,,,,-5.3846,4.3876,,77.181807,61.11565,1891.0,235845.0,,0.65,,,12.1,,,9.17,,,-39.79
2020-02-22,766.0,-42.34,65.56,100.0,0.0797,2.243,130.5,3.3267,0.0,3.897,0.0,,160.3727,160.6059,0.9933,-42.449,0.0353,1.3983,0.3282,2.023,,,,,,,,,,,,,-5.5195,4.5423,,77.181818,61.115672,1889.0,235843.0,,0.74,,,12.18,,,8.98,,,-42.47
2020-02-23,767.7,-42.91,65.09,100.0,0.0745,2.286,134.0,0.9818,0.0,2.3514,0.0,,159.1861,159.2864,0.9982,-42.9258,0.0031,0.2582,1.7995,2.002,,,,,,,,,,,,,-5.5618,4.5653,,77.181814,61.115627,1886.0,235843.0,,0.8,,,12.18,,,8.97,,,-42.93
2020-02-24,772.2,-41.99,65.63,100.0,0.0824,2.521,140.1,1.5745,0.0,2.7046,0.0,,161.7103,161.8571,0.9977,-42.002,0.0028,0.2506,1.8178,0.351,,,,,,,,,,,,,-5.6043,4.5482,,77.181819,61.115624,1885.0,235842.0,,0.79,,,12.18,,,8.97,,,-42.01
